omb_cat,name,year,corp,indv,total,gdp,gdp_price_index,corp_adj,indv_adj,total_adj,percent_corp,percent_gdp,percent_indv,percent_omb_cat,percent_total,percent_change,orig_name
"Education, Training, Employment, And Social Services",Child Credit,1998,,3525000000.0,3525000000.0,8954800000000.0,0.7187670983038482,,4904231160,4904231160,,0.04,0.72,10.55,0.64,, 
"Education, Training, Employment, And Social Services",Credit For Child And Dependent Care Expenses,1998,,2485000000.0,2485000000.0,8954800000000.0,0.7187670983038482,,3457309059,3457309059,,0.03,0.51,7.44,0.45,-9.25, 
"Education, Training, Employment, And Social Services",Credit For Disabled Access Expenditures,1998,15000000.0,30000000.0,45000000.0,8954800000000.0,0.7187670983038482,20869069,41738138,62607206,0.02,0.00,0.01,0.13,0.01,-47.70, 
"Education, Training, Employment, And Social Services",Credit For Holders Of Zone Academy Bonds,1998,0.0,,0.0,8954800000000.0,0.7187670983038482,0,,0,0.00,0.00,,0.00,0.00,, 
"General Science, Space, And Technology",Credit For Increasing Research Activities,1998,2095000000.0,30000000.0,2125000000.0,8954800000000.0,0.7187670983038482,2914713271,41738138,2956451408,3.16,0.02,0.01,89.10,0.38,206.44, 
Commerce And Housing,Credit For Low-Income Housing Investments,1998,2340000000.0,780000000.0,3120000000.0,8954800000000.0,0.7187670983038482,3255574727,1085191576,4340766303,3.53,0.03,0.16,1.24,0.56,8.52, 
Income Security,Deductibility Of Casualty Losses,1998,,225000000.0,225000000.0,8954800000000.0,0.7187670983038482,,313036031,313036031,,0.00,0.05,0.20,0.04,-54.17, 
"Education, Training, Employment, And Social Services",Deductibility Of Charitable Contributions (Education),1998,970000000.0,1910000000.0,2880000000.0,8954800000000.0,0.7187670983038482,1349533113,2657328089,4006861203,1.46,0.03,0.39,8.62,0.52,45.15, 
Health,Deductibility Of Charitable Contributions (Health),1998,610000000.0,1950000000.0,2560000000.0,8954800000000.0,0.7187670983038482,848675463,2712978939,3561654402,0.92,0.03,0.40,3.18,0.46,1.97, 
"Education, Training, Employment, And Social Services","Deductibility Of Charitable Contributions, Other Than Education And Health",1998,1190000000.0,17390000000.0,18580000000.0,8954800000000.0,0.7187670983038482,1655612789,24194207054,25849819843,1.79,0.21,3.57,55.61,3.36,8.96, 
Health,Deductibility Of Medical Expenses,1998,,3615000000.0,3615000000.0,8954800000000.0,0.7187670983038482,,5029445572,5029445572,,0.04,0.74,4.49,0.65,-12.05, 
Commerce And Housing,Deductibility Of Mortgage Interest On Owner-Occupied Homes,1998,,51700000000.0,51700000000.0,8954800000000.0,0.7187670983038482,,71928723674,71928723674,,0.58,10.62,20.51,9.34,2.51, 
Commerce And Housing,Deductibility Of Nonbusiness State And Local Taxes Other Than On Owner-Occupied Homes,1998,,32795000000.0,32795000000.0,8954800000000.0,0.7187670983038482,,45626740675,45626740675,,0.37,6.74,13.01,5.93,9.33, 
Commerce And Housing,Deductibility Of State And Local Property Tax On Owner-Occupied Homes,1998,,17770000000.0,17770000000.0,8954800000000.0,0.7187670983038482,,24722890129,24722890129,,0.20,3.65,7.05,3.21,5.30, 
"Education, Training, Employment, And Social Services",Deductibility Of Student-Loan Interest,1998,,70000000.0,70000000.0,8954800000000.0,0.7187670983038482,,97388988,97388988,,0.00,0.01,0.21,0.01,, 
Agriculture,Deferral Of Gain On Sale Of Farm Refiners,1998,10000000.0,,10000000.0,8954800000000.0,0.7187670983038482,13912713,,13912713,0.02,0.00,,1.28,0.00,, 
International Affairs,Deferral Of Income From Controlled Foreign Corporations,1998,5500000000.0,,5500000000.0,8954800000000.0,0.7187670983038482,7651991880,,7651991880,8.29,0.06,,49.82,0.99,146.96, 
Commerce And Housing,Deferral Of Income From Installment Sales,1998,255000000.0,720000000.0,975000000.0,8954800000000.0,0.7187670983038482,354774169,1001715301,1356489470,0.38,0.01,0.15,0.39,0.18,-1.22,Deferral Of Income From Post-1987 Installment Sales
Interest,Deferral Of Interest On Us Savings Bonds,1998,,965000000.0,965000000.0,8954800000000.0,0.7187670983038482,,1342576757,1342576757,,0.01,0.20,100.00,0.17,-26.10, 
Transportation,Deferral Of Tax On Shipping Companies,1998,15000000.0,,15000000.0,8954800000000.0,0.7187670983038482,20869069,,20869069,0.02,0.00,,0.91,0.00,-25.91, 
International Affairs,Deferred Taxes For Financial Firms On Certain Income Earned Overseas,1998,400000000.0,,400000000.0,8954800000000.0,0.7187670983038482,556508500,,556508500,0.60,0.00,,3.62,0.07,, 
Income Security,Earned Income Tax Credit,1998,,6351000000.0,6351000000.0,8954800000000.0,0.7187670983038482,,8835963715,8835963715,,0.07,1.30,5.55,1.15,10.98, 
"Education, Training, Employment, And Social Services",Education Individual Retirement Accounts,1998,,20000000.0,20000000.0,8954800000000.0,0.7187670983038482,,27825425,27825425,,0.00,0.00,0.06,0.00,, 
"Education, Training, Employment, And Social Services",Employer Provided Child Care Exclusion,1998,,1325000000.0,1325000000.0,8954800000000.0,0.7187670983038482,,1843434408,1843434408,,0.01,0.27,3.97,0.24,57.69,Exclusion Of Employer Provided Child Care
Community And Regional Development,"Empowerment Zones, The Dc Enterprise Zone, And Renewal Communities",1998,135000000.0,155000000.0,290000000.0,8954800000000.0,0.7187670983038482,187821619,215647044,403468663,0.20,0.00,0.03,25.22,0.05,-51.03,Empowerment Zones
Energy,Enhanced Oil Recovery Credit,1998,130000000.0,10000000.0,140000000.0,8954800000000.0,0.7187670983038482,180865263,13912713,194777975,0.20,0.00,0.00,9.12,0.03,62.70, 
Energy,Exception From Passive Loss Limitation For Working Interests In Oil And Gas Properties,1998,,30000000.0,30000000.0,8954800000000.0,0.7187670983038482,,41738138,41738138,,0.00,0.01,1.95,0.01,-40.73, 
Commerce And Housing,"Exception From Passive Loss Rules For $25,000 Of Rental Loss",1998,,4735000000.0,4735000000.0,8954800000000.0,0.7187670983038482,,6587669373,6587669373,,0.05,0.97,1.88,0.86,26.41, 
Commerce And Housing,Exceptions From Imputed Interest Rules,1998,,155000000.0,155000000.0,8954800000000.0,0.7187670983038482,,215647044,215647044,,0.00,0.03,0.06,0.03,-1.22, 
Commerce And Housing,Excess Bad Debt Reserves Of Financial Institutions,1998,70000000.0,,70000000.0,8954800000000.0,0.7187670983038482,97388988,,97388988,0.11,0.00,,0.03,0.01,-1.22, 
Energy,"Excess Of Percentage Over Cost Depletion, Fuels",1998,200000000.0,50000000.0,250000000.0,8954800000000.0,0.7187670983038482,278254250,69563563,347817813,0.30,0.00,0.01,16.29,0.05,-78.43, 
Natural Resources And Environment,"Excess Of Percentage Over Cost Depletion, Nonfuel Minerals",1998,180000000.0,45000000.0,225000000.0,8954800000000.0,0.7187670983038482,250428825,62607206,313036031,0.27,0.00,0.01,15.41,0.04,-24.66, 
Transportation,Exclusion For Employer-Provided Transit Passes,1998,,70000000.0,70000000.0,8954800000000.0,0.7187670983038482,,97388988,97388988,,0.00,0.01,4.26,0.01,15.25, 
National Defense,Exclusion Of Benefits And Allowances To Armed Forces Personnel,1998,,2095000000.0,2095000000.0,8954800000000.0,0.7187670983038482,,2914713271,2914713271,,0.02,0.43,100.00,0.38,-0.51, 
"Education, Training, Employment, And Social Services",Exclusion Of Certain Foster Care Payments,1998,,35000000.0,35000000.0,8954800000000.0,0.7187670983038482,,48694494,48694494,,0.00,0.01,0.10,0.01,-1.22, 
Energy,Exclusion Of Conservation Subsidies Provided By Public Utilities,1998,,80000000.0,80000000.0,8954800000000.0,0.7187670983038482,,111301700,111301700,,0.00,0.02,5.21,0.01,21.58,Exclusion From Income Of Conservation Subsidies Provided By Public Utilities
"Education, Training, Employment, And Social Services",Exclusion Of Employee Meals And Lodging (Other Than Military),1998,,620000000.0,620000000.0,8954800000000.0,0.7187670983038482,,862588176,862588176,,0.01,0.13,1.86,0.11,2.07, 
Health,Exclusion Of Employer Contributions For Medical Insurance Premiums And Medical Care,1998,,67920000000.0,67920000000.0,8954800000000.0,0.7187670983038482,,94495143365,94495143365,,0.76,13.95,84.33,12.28,-4.78, 
"Education, Training, Employment, And Social Services",Exclusion Of Employer-Provided Educational Assistance,1998,,215000000.0,215000000.0,8954800000000.0,0.7187670983038482,,299123319,299123319,,0.00,0.04,0.64,0.04,-63.06, 
Veterans Benefits And Services,Exclusion Of Gi Bill Benefits,1998,,65000000.0,65000000.0,8954800000000.0,0.7187670983038482,,90432631,90432631,,0.00,0.01,2.17,0.01,7.01, 
International Affairs,Exclusion Of Income Earned Abroad By Us Citizens,1998,,1990000000.0,1990000000.0,8954800000000.0,0.7187670983038482,,2768629789,2768629789,,0.02,0.41,18.03,0.36,17.01, 
International Affairs,Exclusion Of Income Of Foreign Sales Corporations,1998,2150000000.0,,2150000000.0,8954800000000.0,0.7187670983038482,2991233190,,2991233190,3.24,0.02,,19.47,0.39,32.74, 
Community And Regional Development,"Exclusion Of Interest For Airport, Dock, And Similar Bonds",1998,180000000.0,515000000.0,695000000.0,8954800000000.0,0.7187670983038482,250428825,716504694,966933519,0.27,0.01,0.11,60.43,0.13,-65.24, 
"Education, Training, Employment, And Social Services",Exclusion Of Interest On Bonds For Private Nonprofit Educational Facilities,1998,145000000.0,415000000.0,560000000.0,8954800000000.0,0.7187670983038482,201734331,577377569,779111901,0.22,0.01,0.09,1.68,0.10,-40.52, 
Natural Resources And Environment,"Exclusion Of Interest On Bonds For Water, Sewage, And Hazardous Waste Facilities",1998,115000000.0,325000000.0,440000000.0,8954800000000.0,0.7187670983038482,159996194,452163157,612159350,0.17,0.00,0.07,30.14,0.08,, 
Energy,Exclusion Of Interest On Energy Facility Bonds,1998,30000000.0,80000000.0,110000000.0,8954800000000.0,0.7187670983038482,41738138,111301700,153039838,0.05,0.00,0.02,7.17,0.02,-65.50, 
Health,Exclusion Of Interest On Hospital Construction Bonds,1998,305000000.0,855000000.0,1160000000.0,8954800000000.0,0.7187670983038482,424337732,1189536920,1613874651,0.46,0.01,0.18,1.44,0.21,-44.91, 
Commerce And Housing,Exclusion Of Interest On Life Insurance Savings,1998,200000000.0,13265000000.0,13465000000.0,8954800000000.0,0.7187670983038482,278254250,18455213144,18733467394,0.30,0.15,2.72,5.34,2.43,18.65, 
Commerce And Housing,Exclusion Of Interest On Owner-Occupied Mortgage Subsidy Bonds,1998,225000000.0,635000000.0,860000000.0,8954800000000.0,0.7187670983038482,313036031,883457244,1196493276,0.34,0.01,0.13,0.34,0.16,-51.59, 
General Purpose Fiscal Assistance,Exclusion Of Interest On Public Purpose State And Local Bonds,1998,5240000000.0,14810000000.0,20050000000.0,8954800000000.0,0.7187670983038482,7290261355,20604727227,27894988582,7.89,0.22,3.04,83.51,3.62,25.35, 
Commerce And Housing,Exclusion Of Interest On Rental Housing Bonds,1998,40000000.0,110000000.0,150000000.0,8954800000000.0,0.7187670983038482,55650850,153039838,208690688,0.06,0.00,0.02,0.06,0.03,, 
"Education, Training, Employment, And Social Services",Exclusion Of Interest On Savings Bonds Redeemed To Finance Educational Expenses,1998,,10000000.0,10000000.0,8954800000000.0,0.7187670983038482,,13912713,13912713,,0.00,0.00,0.03,0.00,-1.22, 
Commerce And Housing,Exclusion Of Interest On Small Issue Bonds,1998,75000000.0,220000000.0,295000000.0,8954800000000.0,0.7187670983038482,104345344,306079675,410425019,0.11,0.00,0.05,0.12,0.05,9.96, 
"Education, Training, Employment, And Social Services",Exclusion Of Interest On Student Loan Bonds,1998,60000000.0,175000000.0,235000000.0,8954800000000.0,0.7187670983038482,83476275,243472469,326948744,0.09,0.00,0.04,0.70,0.04,-19.95, 
Veterans Benefits And Services,Exclusion Of Interest On Veterans Housing Bonds,1998,10000000.0,30000000.0,40000000.0,8954800000000.0,0.7187670983038482,13912713,41738138,55650850,0.02,0.00,0.01,1.34,0.01,-1.22, 
Income Security,Exclusion Of Military Disability Pensions,1998,,120000000.0,120000000.0,8954800000000.0,0.7187670983038482,,166952550,166952550,,0.00,0.02,0.10,0.02,-8.82, 
Income Security,Exclusion Of Other Employee Benefits: Premiums On Accident And Disability Insurance,1998,,175000000.0,175000000.0,8954800000000.0,0.7187670983038482,,243472469,243472469,,0.00,0.04,0.15,0.03,4.77, 
Income Security,Exclusion Of Other Employee Benefits: Premiums On Group Term Life Insurance,1998,,2030000000.0,2030000000.0,8954800000000.0,0.7187670983038482,,2824280639,2824280639,,0.02,0.42,1.77,0.37,-23.32, 
"Education, Training, Employment, And Social Services",Exclusion Of Parsonage Allowances,1998,,315000000.0,315000000.0,8954800000000.0,0.7187670983038482,,438250444,438250444,,0.00,0.06,0.94,0.06,-1.22, 
Income Security,Exclusion Of Public Assistance Benefits,1998,,440000000.0,440000000.0,8954800000000.0,0.7187670983038482,,612159350,612159350,,0.00,0.09,0.38,0.08,-15.60, 
Income Security,Exclusion Of Railroad Retirement System Benefits,1998,,420000000.0,420000000.0,8954800000000.0,0.7187670983038482,,584333925,584333925,,0.00,0.09,0.37,0.08,-5.71, 
Transportation,Exclusion Of Reimbursed Employee Parking Expenses,1998,,1560000000.0,1560000000.0,8954800000000.0,0.7187670983038482,,2170383151,2170383151,,0.02,0.32,94.83,0.28,19.92, 
"Education, Training, Employment, And Social Services",Exclusion Of Scholarship And Fellowship Income,1998,,910000000.0,910000000.0,8954800000000.0,0.7187670983038482,,1266056838,1266056838,,0.01,0.19,2.72,0.16,6.38, 
Social Security,Exclusion Of Social Security Benefits: Social Security Benefits For Disabled Workers,1998,,2265000000.0,2265000000.0,8954800000000.0,0.7187670983038482,,3151229383,3151229383,,0.03,0.47,9.95,0.41,-5.79,Exclusion Of Social Security Benefits: Benefits For Disabled
Social Security,Exclusion Of Social Security Benefits: Social Security Benefits For Retired Workers,1998,,16780000000.0,16780000000.0,8954800000000.0,0.7187670983038482,,23345531591,23345531591,,0.19,3.45,73.69,3.03,-6.93, 
Social Security,"Exclusion Of Social Security Benefits: Social Security Benefits For Spouses, Dependents And Survivors",1998,,3725000000.0,3725000000.0,8954800000000.0,0.7187670983038482,,5182485410,5182485410,,0.04,0.77,16.36,0.67,-7.66,Exlcusion Of Social Security Benefits: Social Security Benefits For Dependents And Survivors
Income Security,Exclusion Of Special Benefits For Disabled Coal Miners,1998,,85000000.0,85000000.0,8954800000000.0,0.7187670983038482,,118258056,118258056,,0.00,0.02,0.07,0.02,-6.71, 
Veterans Benefits And Services,Exclusion Of Veterans Death Benefits And Disability Compensation,1998,,2820000000.0,2820000000.0,8954800000000.0,0.7187670983038482,,3923384928,3923384928,,0.03,0.58,94.31,0.51,0.57,Exclusion Of Veterans Disability Compensation
Veterans Benefits And Services,Exclusion Of Veterans Pensions,1998,,65000000.0,65000000.0,8954800000000.0,0.7187670983038482,,90432631,90432631,,0.00,0.01,2.17,0.01,-8.27, 
Income Security,Exclusion Of Workers' Compensation Benefits,1998,,5140000000.0,5140000000.0,8954800000000.0,0.7187670983038482,,7151134230,7151134230,,0.06,1.06,4.49,0.93,2.16, 
Community And Regional Development,Exemption Of Certain Mutuals' And Cooperatives' Income,1998,45000000.0,,45000000.0,8954800000000.0,0.7187670983038482,62607206,,62607206,0.07,0.00,,3.91,0.01,-25.91, 
Commerce And Housing,Exemption Of Credit Union Income,1998,785000000.0,,785000000.0,8954800000000.0,0.7187670983038482,1092147932,,1092147932,1.18,0.01,,0.31,0.14,10.78, 
Agriculture,Expensing Of Certain Capital Outlays,1998,10000000.0,55000000.0,65000000.0,8954800000000.0,0.7187670983038482,13912713,76519919,90432631,0.02,0.00,0.01,8.33,0.01,-1.22, 
Agriculture,Expensing Of Certain Multiperiod Production Costs,1998,10000000.0,70000000.0,80000000.0,8954800000000.0,0.7187670983038482,13912713,97388988,111301700,0.02,0.00,0.01,10.26,0.01,-1.22, 
Commerce And Housing,Expensing Of Certain Small Investments,1998,805000000.0,380000000.0,1185000000.0,8954800000000.0,0.7187670983038482,1119973357,528683075,1648656432,1.21,0.01,0.08,0.47,0.21,9.91, 
"Education, Training, Employment, And Social Services",Expensing Of Costs Of Removing Certain Architectural Barriers To The Handicapped,1998,0.0,,0.0,8954800000000.0,0.7187670983038482,0,,0,0.00,0.00,,0.00,0.00,-100.00, 
Community And Regional Development,Expensing Of Environmental Remediation Costs,1998,75000000.0,15000000.0,90000000.0,8954800000000.0,0.7187670983038482,104345344,20869069,125214413,0.11,0.00,0.00,7.83,0.02,, 
Energy,"Expensing Of Exploration And Development Costs, Fuels",1998,-90000000.0,-20000000.0,-110000000.0,8954800000000.0,0.7187670983038482,-125214413,-27825425,-153039838,-0.14,-0.00,-0.00,-7.17,-0.02,-16.42, 
Natural Resources And Environment,"Expensing Of Exploration And Development Costs, Nonfuel Minerals",1998,20000000.0,5000000.0,25000000.0,8954800000000.0,0.7187670983038482,27825425,6956356,34781781,0.03,0.00,0.00,1.71,0.00,-29.44, 
Natural Resources And Environment,Expensing Of Multiperiod Timber Growing Costs,1998,300000000.0,185000000.0,485000000.0,8954800000000.0,0.7187670983038482,417381375,257385181,674766557,0.45,0.01,0.04,33.22,0.09,15.44, 
"General Science, Space, And Technology",Expensing Of Research And Experimentation Expenditures,1998,255000000.0,5000000.0,260000000.0,8954800000000.0,0.7187670983038482,354774169,6956356,361730525,0.38,0.00,0.00,10.90,0.05,31.71, 
Commerce And Housing,Graduated Corporation Income Tax Rate,1998,5400000000.0,,5400000000.0,8954800000000.0,0.7187670983038482,7512864755,,7512864755,8.13,0.06,,2.14,0.98,13.62, 
"Education, Training, Employment, And Social Services",Hope Tax Credit,1998,,200000000.0,200000000.0,8954800000000.0,0.7187670983038482,,278254250,278254250,,0.00,0.04,0.60,0.04,, 
